ORF ID,Gene Name,Class(1:essential 2:nonessential 3:unknown),Alternative Name,Map Position,Start(BP),End(BP),Length,Direction(0:+ 1:-),Ncbi ID,Product,Swissprot Acc No,Note
3890,coaA,1,"b3974,ECK3966,JW3942,panK,rts,ts-9",89.92220306,"4,172,099","4,173,049",951,1,1790409,pantothenate kinase,P15044;,GO_process: GO:0015937 - coenzyme A biosynthetic process
72,thrU,1,"b3976,ECK3967,JWR0103",89.95050049,"4,173,411","4,173,486",76,0,,tRNA-Thr,,anticodon: UGU
74,glyT,1,"b3978,ECK3969,JWR0105,sumA,sup15B,supA36",89.95659637,"4,173,696","4,173,770",75,0,,tRNA-Gly,,anticodon: UCC
3893,secE,1,"b3981,ECK3972,JW3944,mbrC,o127a,prlG",89.99299622,"4,175,381","4,175,764",384,0,1790413,preprotein translocase membrane subunit,P16920;,preprotein translocase; GO_component: GO:0009274 - peptidoglycan-based cell wall; GO_component: GO:0019866 - organelle inner membrane
3894,nusG,1,"b3982,ECK3973,JW3945,o181",90.001297,"4,175,766","4,176,311",546,0,1790414,transcription termination factor,"P16921;,Q9L9K0;",component in transcription antitermination; GO_component: GO:0005737 - cytoplasm; GO_process: GO:0006350 - transcription
3897,rplJ,1,"b3985,ECK3976,JW3948",90.04979706,"4,178,019","4,178,516",498,0,1790417,50S ribosomal subunit protein L10,P02408;,GO_component: GO:0005737 - cytoplasm; GO_function: GO:0003735 - structural constituent of ribosome; GO_process: GO:0006412 - translation
3898,rplL,1,"b3986,ECK3977,JW3949",90.06199646,"4,178,583","4,178,948",366,0,1790418,50S ribosomal subunit protein L7/L12,P02392;,GO_component: GO:0005737 - cytoplasm; GO_function: GO:0003735 - structural constituent of ribosome; GO_process: GO:0006412 - translation
3899,rpoB,1,"b3987,ECK3978,ftsR,groN,JW3950,mbrD?,nitB,o1342,rif,ron,sdgB,stl,stv,tabD,tabG",90.0766983,"4,179,268","4,183,296","4,029",0,1790419,"RNA polymerase, beta subunit",P00575; P00576; P78242;,GO_component: GO:0005737 - cytoplasm; GO_process: GO:0006350 - transcription
3900,rpoC,1,"b3988,ECK3979,JW3951,o1407,tabB,tabD",90.16519928,"4,183,373","4,187,596","4,224",0,2367335,"RNA polymerase, beta prime subunit","P00577; P00578; P78134;,Q8FB83;",GO_component: GO:0005737 - cytoplasm; GO_process: GO:0006350 - transcription
3948,ubiA,1,"b4040,cyr,ECK4032,JW4000,o290b,sdgG?",91.62359619,"4,251,039","4,251,911",873,0,1790473,p-hydroxybenzoate octaprenyltransferase,P26601;,4-hydroxybenzoate-octaprenyltransferase; GO_component: GO:0009274 - peptidoglycan-based cell wall; GO_component: GO:0019866 - organelle inner membrane; GO_process: GO:0009060 - aerobic respiration
3949,plsB,1,"b4041,ECK4033,f827,JW4001",91.64579773,"4,252,066","4,254,489","2,424",1,87082362,glycerol-3-phosphate O-acyltransferase,"P00482; Q9S683;,P58130;",glycerol-3-phosphate acyltransferase; GO_component: GO:0009274 - peptidoglycan-based cell wall; GO_component: GO:0019866 - organelle inner membrane; GO_process: GO:0008654 - phospholipid biosynthetic process
3951,lexA,1,"b4043,ECK4035,exrA,JW4003,o202b,spr,tsl,umuA",91.71199799,"4,255,138","4,255,746",609,0,1790476,DNA-binding transcriptional repressor of SOS regulon,"P03033;,P77685; O08016;",regulator for SOS(lexA) regulon; GO_component: GO:0005737 - cytoplasm; GO_function: GO:0016564 - transcription repressor activity; GO_process: GO:0006281 - DNA repair; GO_process: GO:0006350 - transcription; GO_process: GO:0009432 - SOS response
3960,dnaB,1,"b4052,ECK4044,groP,grpA,grpD,JW4012",91.86710358,"4,262,337","4,263,752","1,416",0,1790486,replicative DNA helicase,"P03005;,P04475;,P08622;,Q8FB22;,Q8X5V3;",replicative DNA helicase; part of primosome; GO_component: GO:0005737 - cytoplasm; GO_process: GO:0006261 - DNA-dependent DNA replication
3967,ssb,1,"b4059,ECK4051,exrB,JW4020,lexC,o178",92.07859802,"4,272,148","4,272,684",537,0,1790494,single-stranded DNA-binding protein,"P02339;,P03757;,P18310;",ssDNA-binding protein; GO_component: GO:0005737 - cytoplasm; GO_process: GO:0006310 - DNA recombination; GO_process: GO:0009432 - SOS response
4049,groS,1,"b4142,ECK4136,groES,JW4102,mopB,TabB",94.15989685,"4,368,711","4,369,004",294,0,1790585,"Cpn10 chaperonin GroES, small subunit of GroESL",P05380;,"GroES, 10 Kd chaperone binds to Hsp60 in pres. Mg-ATP, suppressing its ATPase activity; GO_component: GO:0005737 - cytoplasm; GO_process: GO:0006457 - protein folding"
4050,groL,1,"b4143,ECK4137,groEL,JW4103,mopA,o548",94.167099,"4,369,048","4,370,694","1,647",0,1790586,"Cpn60 chaperonin GroEL, large subunit of GroESL",P06139;,GO_component: GO:0005737 - cytoplasm; GO_process: GO:0006457 - protein folding
4054,efp,1,"b4147,ECK4141,JW4107,o188",94.26789856,"4,373,722","4,374,288",567,0,1790590,polyproline-specific translation elongation factor EF-P,"P33398;,P56548;,P56549;",elongation factor P (EF-P); GO_component: GO:0005737 - cytoplasm; GO_process: GO:0006412 - translation
4067,psd,1,"b4160,ECK4156,JW4121",94.56300354,"4,387,415","4,388,383",969,1,1790604,phosphatidylserine decarboxylase,P10740;,phosphatidylserine decarboxylase; phospholipid synthesis; GO_component: GO:0009274 - peptidoglycan-based cell wall; GO_component: GO:0019866 - organelle inner membrane; GO_process: GO:0008654 - phospholipid biosynthetic process
4068,rsgA,1,"b4161,ECK4157,engC,f337,JW4122,yjeQ",94.58589935,"4,388,480","4,389,532","1,053",1,87082381,ribosome small subunit-dependent GTPase A,"P39286;,Q8FAL3;,Q8XDP1;",
4328,orn,1,"b4162,ECK4158,JW5740,o204a,yjeR",94.61070251,"4,389,627","4,390,172",546,0,87082382,oligoribonuclease,,GO_process: GO:0006401 - RNA catabolic process
4072,tsaE,1,"b4168,ECK4164,JW4126,o153a,yjeE",94.69650269,"4,393,608","4,394,069",462,0,1790610,tRNA(ANN) t(6)A37 threonylcarbamoyladenosine modification protein; ADP binding protein,"P31805;,Q8FAL0;",
4106,rpsR,1,"b4202,ECK4198,JW4160",95.34850311,"4,423,862","4,424,089",228,0,1790646,30S ribosomal subunit protein S18,P02374;,GO_component: GO:0005737 - cytoplasm; GO_function: GO:0003735 - structural constituent of ribosome; GO_process: GO:0006412 - translation
4130,ppa,1,"b4226,ECK4222,f176,JW4185",95.85040283,"4,447,145","4,447,675",531,1,1790673,inorganic pyrophosphatase,"P17288;,Q8FAG0;",GO_component: GO:0005737 - cytoplasm; GO_process: GO:0006793 - phosphorus metabolic process
4162,valS,1,"b4258,ECK4251,f951,JW4215,val-act",96.53700256,"4,479,005","4,481,860","2,856",1,1790708,valyl-tRNA synthetase,"P07118; P78142;,Q8FAD1;,Q8XCB3;",valine tRNA synthetase; GO_component: GO:0005737 - cytoplasm; GO_process: GO:0006418 - tRNA aminoacylation for protein translation
4165,lptF,1,"b4261,ECK4254,JW4218,o366,yjgP",96.64990234,"4,484,241","4,485,341","1,101",0,1790712,lipopolysaccharide export ABC permease of the LptBFGC export complex,P39340;,GO_component: GO:0009274 - peptidoglycan-based cell wall
4166,lptG,1,"b4262,ECK4255,JW5760,o361,yjgQ",96.67359924,"4,485,341","4,486,423","1,083",0,87082400,lipopolysaccharide export ABC permease of the LptBFGC export complex,"P39341;,Q8XCA4;",GO_component: GO:0009274 - peptidoglycan-based cell wall
4264,dnaC,1,"b4361,dnaD,ECK4351,f245,JW4325",99.10739899,"4,598,261","4,598,998",738,1,1790823,DNA biosynthesis protein,P07905;,chromosome replication; initiation and chain elongation; GO_process: GO:0006261 - DNA-dependent DNA replication
4265,dnaT,1,"b4362,ECK4352,f179,JW4326",99.12329865,"4,599,001","4,599,540",540,1,1790824,DNA biosynthesis protein (primosomal protein I),"P07904;,Q8FA72;,Q8XB55;",DNA biosynthesis; primosomal protein i; GO_component: GO:0005737 - cytoplasm; GO_process: GO:0006261 - DNA-dependent DNA replication
